标题,价格,价格区间,品牌,笔记本类型,省份,城市,销量,店铺
新品首发联想ThinkPad T14T16 2023款13代酷睿i5i7 14英寸办公轻薄手提商务笔记本电脑IBM官方旗舰865,6999.0,5000-7000元,联想,轻薄本,福建,厦门,32.0,苏宁易购官方旗舰店
Asus华硕 vivobook15笔记本电脑酷睿i7手提电脑大学生办公轻薄本,3099.0,3000-5000元,华硕,轻薄本,北京,未知,700.0,弘鑫数码品牌店
12期免息联想ThinkPad E15 2022款12代英特尔酷睿i5i7 156英寸轻薄便携学生专业商务办公IBM笔记本电脑,4399.0,3000-5000元,联想,轻薄本,福建,厦门,62.0,thinkpad恒瀚专卖店
工作站ThinkPad P16酷睿14代i714700HX  32G RTX3500Ada12G独显图形创意设计游戏笔记本电脑官方旗舰店,21999.0,20000元以上,联想,游戏本,北京,未知,9.0,ThinkPad官方旗舰店
Dell戴尔 灵越15 35203530笔记本电脑 酷睿i7i5办公学习轻薄本,3543.87,3000-5000元,戴尔,轻薄本,上海,未知,5.0,百亿贴补电脑直供店
Lenovo联想 拯救者 R9000PY9000Pi7高端设计电竞游戏笔记本电脑,4050.0,3000-5000元,联想,游戏本,北京,未知,1000.0,品牌游戏电脑特优商城
HP惠普锐Pro 14轻薄13代酷睿笔记本电脑高刷屏25K商务家用办公,5799.0,5000-7000元,惠普,轻薄本,上海,未知,6.0,天猫超市
新品华为 MateBook 14 酷睿Ultra笔记本电脑28KOLED触控手写屏轻薄灵动机身学生办公官方旗舰店官网1943,6099.0,5000-7000元,华为,轻薄本,北京,未知,35.0,苏宁易购官方旗舰店
24期免息联想小新Pro14学生轻薄便携商务办公学生游戏本笔记本电脑14英寸手提,5298.0,5000-7000元,联想,轻薄本,江苏,南京,12.0,联想冉创专卖店
荣耀笔记本电脑MagicBook 14 2023新款酷睿高性能轻薄便携学生商务办公学习本,4099.0,3000-5000元,荣耀,轻薄本,江苏,苏州,49.0,双帆数码专营店
华为笔记本电脑MateBook14 D16SE轻薄本办公学习i7独显电竞超极本,1139.0,3000元以下,华为,轻薄本,福建,泉州,14.0,福豪数码通讯
Xiaomi小米RedmiBook Pro14 锐龙版笔记本电脑红米轻薄办公金属游戏商务学生苏宁易购官方旗舰店720,3599.0,3000-5000元,小米,轻薄本,北京,未知,200.0,苏宁易购官方旗舰店
立减小米RedmiBook Pro红米2024款16寸14锐龙13代笔记本电脑,3079.0,3000-5000元,小米,其他类型,浙江,杭州,1000.0,米粉数码科技
华硕无畏Pro15 2023 156英寸高性能轻薄电竞游戏笔记本电脑144Hz,6799.0,5000-7000元,华硕,轻薄本,浙江,杭州,100.0,佳哗数码商城
Lenovo联想 小新系列 小新161514 2024款 轻薄本 笔记本电脑,3399.0,3000-5000元,联想,轻薄本,江苏,南京,200.0,联想笔记本特惠商城
12期免息 顺丰速发Apple苹果2020款 13英寸 MacBook Air M1芯片7核8核图形学习商务笔记本电脑3526,5978.0,5000-7000元,苹果,其他类型,北京,未知,5.0,苏宁易购官方旗舰店
试用7天GPD Pocket3 八英寸平板笔记本掌上电脑迷你便携二合一轻薄超极本4096级指纹识别触屏出差商务,3399.0,3000-5000元,其他品牌,轻薄本,广东,深圳,72.0,gamepaddigital旗舰店
2024新品AI本HP惠普可选星BookPro14 英特尔酷睿Ultra5 28k屏笔记本电脑轻薄便携办公本官方旗舰店官网,5949.85,5000-7000元,惠普,轻薄本,浙江,杭州,4.0,喵速达电器官方旗舰店
Apple苹果MacBook Pro笔记本电脑Air超薄i5办公剪辑i7游戏本独显,1493.87,3000元以下,苹果,游戏本,广东,深圳,400.0,AppleMac锦森优品数码
Dell戴尔2023灵越16Plus 13代酷睿笔记本电脑设计办公轻薄本7630,4993.87,3000-5000元,戴尔,轻薄本,江苏,南京,23.0,戴尔自营企业店
荣耀MagicBook X14X16 2023新款Pro笔记本电脑14英寸轻薄便携商务办公16英寸手提电脑,3499.0,3000-5000元,荣耀,轻薄本,上海,未知,12.0,壮学数码专营店
自营联想ThinkBook16大学生高性能锐龙R78845H 处理器轻薄便携商务16英寸笔记本办公电脑,5798.5,5000-7000元,联想,轻薄本,浙江,杭州,15.0,喵速达电器官方旗舰店
联想ThinkBook14AMD锐龙R77730U笔记本电脑旗舰轻薄商务官方旗舰,4799.0,3000-5000元,联想,轻薄本,上海,未知,25.0,天猫超市
戴尔游匣G15G16酷睿i9学生游戏电脑RTX4060满血显卡电竞笔记本,3999.0,3000-5000元,戴尔,游戏本,重庆,未知,78.0,墨蓝优品数码商城
i7苹果笔记本电脑MacBook Pro超薄Air办公游戏本轻薄手提2023新款,1393.87,3000元以下,苹果,轻薄本,广东,广州,100.0,蓝鑫星期五商铺
华硕天选5Pro天选4酷睿14代2024新款40604070游戏笔记本电脑,6499.0,5000-7000元,华硕,游戏本,北京,未知,3.0,北京机械革命游戏本商城
HP惠普暗影精灵8Pro76酷睿i7学生商务办公电竞游戏本笔记本电脑,3590.0,3000-5000元,惠普,游戏本,北京,未知,99.0,新星数码科技品牌店
新品上市机械师曙光16英特尔13代酷睿i713650HX笔记本电脑满血RTX4060独显游戏本25K电竞屏手提学生,6799.0,5000-7000元,机械革命,游戏本,广东,广州,100.0,machenike旗舰店
联想小新Pro14酷睿版小新Pro16锐龙版 2024款air14轻薄笔记本电脑,2392.87,3000元以下,联想,轻薄本,上海,未知,49.0,联想笔记本电脑科技
Lenovo联想拯救者y9000p R9000P新款笔记本电脑i9学生游戏本满血,4649.0,3000-5000元,联想,游戏本,江西,南昌,100.0,7天科技电脑店
小米Redmi Book 15E英特尔酷睿i711390H标压处理器高清大屏 学习娱乐轻薄本笔记本电脑720,3199.0,3000-5000元,小米,轻薄本,北京,未知,20.0,苏宁易购官方旗舰店
2024新品酷睿i7笔记本电脑英特尔轻薄便携大学生超薄商务办公工作设计绘图高端电竞游戏官方正品独显手提,1120.0,3000元以下,其他品牌,轻薄本,浙江,杭州,4.0,天天特卖工厂店
HP惠普暗影精灵98Pro酷睿23款i9笔记本学生RTX设计渲染游戏电脑,4488.0,3000-5000元,惠普,游戏本,重庆,未知,100.0,墨蓝优品数码商城
Dell戴尔灵越14英寸高色域金属轻薄本13代英特尔酷睿i5 pr剪辑i7绘图绘画设计mc编程商务办公用2K笔记本电脑,3999.65,3000-5000元,戴尔,轻薄本,四川,成都,40.0,戴尔宏智乐欣专卖店
机械师曙光16Pro英特尔13代酷睿笔记本电脑RTX4060独显游戏本,3693.12,3000-5000元,机械革命,游戏本,广东,广州,15.0,广州烽火数码商城
HP惠普星14S青春版 12代i71260P14寸轻薄笔记本电脑高色域,4499.0,3000-5000元,惠普,轻薄本,上海,未知,11.0,茜翼数码百亿商城
ASUS华硕i513500H标压16英寸大尺寸屏幕大全键盘PR短视频剪辑制作程序员软件开发图像处理数字键办公笔记本,3499.3,3000-5000元,华硕,其他类型,四川,成都,86.0,华开云享电脑专营店
HP惠普光影精灵910 RTX405040604070独显游戏设计本笔记本电脑,5279.0,5000-7000元,惠普,游戏本,北京,未知,4.0,鑫锐数码品牌店
msi微星官方旗舰店正品魔影15学生游戏笔记本电脑13代i9处理器RTX4060独立显卡15英寸25K 165Hz大屏炫彩键盘,6999.6,5000-7000元,其他品牌,游戏本,浙江,杭州,3.0,微星旗舰店
华为MateBook E GO 2023款平板笔记本二合一性能版高刷便携电脑,3747.0,3000-5000元,华为,二合一笔记本,上海,未知,100.0,三冠电商
游戏本爆款华硕天选4 3 i7游戏本3060笔记本电脑学生电竞4060,2980.0,3000元以下,华硕,游戏本,广东,深圳,44.0,品牌游戏本直销店
联想拯救者R9000P R97945 4060灰爆款游戏学生设计笔记本电脑,9999.0,9000-10000元,联想,游戏本,河南,郑州,400.0,百亿金牌店
2024款 惠普 战66七代 AMD锐龙版 14或16英寸 R57535U R77735U 可选25K 120HZ 轻薄笔记本电脑,4299.0,3000-5000元,惠普,轻薄本,北京,未知,4.0,惠普远科万达专卖店
Huawei华为MateBook1314 i5 i7超轻薄2K触屏笔记本电脑办公学生,2653.87,3000元以下,华为,轻薄本,广东,广州,200.0,镁光科技品牌电脑
华硕无畏15pro14pro16无畏1415i2023款13代i5轻薄游戏笔记本电脑,2979.0,3000元以下,华硕,轻薄本,上海,未知,51.0,博创科技数码品牌店
Asus华硕天选5Pro 游戏笔记本电脑英特尔酷睿i7百亿补贴官方正品,6899.0,5000-7000元,华硕,游戏本,北京,未知,200.0,笔记本官企业自销
华硕a豆14air 14pro航天版13代i5女生款28K护眼屏学生笔记本电脑,3248.0,3000-5000元,华硕,其他类型,北京,未知,9.0,华硕游戏本自营商城
2024新品首发联想ThinkPad T14P AI英特尔酷睿U5 U7 轻薄便携高端商务办公编码工程师笔记本电脑官方旗舰,7299.0,7000-9000元,联想,轻薄本,上海,未知,8.0,ThinkPad志旋专卖店
奶油白Apple苹果笔记本电脑Air超薄办公商务Pro游戏设计编程办公,2199.0,3000元以下,苹果,游戏本,广东,深圳,35.0,壹心数码科技
HP惠普暗影精灵98765学生办公游戏光影笔记本电脑酷睿i9 4060,2168.0,3000元以下,惠普,游戏本,北京,未知,46.0,赤心优品数码商城
华硕灵耀X 双屏Pro 13代酷睿标压i9RTX4060 145英寸28K双触控屏轻薄高性能笔记本电脑,4993.87,3000-5000元,华硕,轻薄本,江苏,南京,12.0,华硕点个赞专卖店
Lenovo联想小新AIR15酷睿I5游戏本笔记本电脑学生办公手提轻薄便携156英寸金属本窄边框全面屏,3298.0,3000-5000元,联想,轻薄本,江苏,南京,12.0,联想冉创专卖店
机械革命蛟龙16Pro旷世G16极光S K 满血4060电竞办公笔记本电脑,4649.0,3000-5000元,机械革命,其他类型,广东,广州,27.0,正达笔记本数码
Xiaomi小米 RedmiBook Pro i5笔记本14寸156标压11代2022款电脑,2899.0,3000元以下,小米,其他类型,广东,深圳,87.0,小米上海实体店
Lenovo联想 拯救者Y7000R7000P电竞游戏设计学生游戏笔记本电脑,4093.87,3000-5000元,联想,游戏本,湖北,武汉,10.0,联创梵想正品数码商行
Acer宏碁 暗影骑士 擎掠夺者Neo游戏笔记本电脑高端电竞,6399.0,5000-7000元,宏碁,游戏本,北京,未知,2000.0,acer宏碁电脑商城
Dell戴尔灵越1416Pro笔记本电脑轻薄官方旗舰店官网学生5420网课设出差5620,3793.87,3000-5000元,戴尔,轻薄本,江苏,南京,26.0,dell戴尔戴鑫专卖店
2024新款173英寸超大屏英特尔15代笔记本电脑轻薄便携学生款超薄办公学习设计游戏直播官方正品手提电脑,932.12,3000元以下,其他品牌,轻薄本,广东,深圳,34.0,HUVVE旗舰店
Xiaomi小米RedmiBook Pro 14156寸锐龙2023款红米i7笔记本电脑,3079.0,3000-5000元,小米,其他类型,北京,未知,100.0,米粉数码科技
Lenovo联想 拯救者 G5000 办公编程设计直播电竞游戏笔记本电脑,6799.0,5000-7000元,联想,游戏本,上海,未知,1.0,联想电脑正品自营店
机械革命无界14 R77735H高性能轻薄商务笔记本电脑便携式电脑,3599.0,3000-5000元,机械革命,轻薄本,江苏,苏州,200.0,机械革命游戏本数码商城
2024新品HP惠普星bookPro1416 13代英特尔酷睿标压Ultra EVO认证轻薄便携学生办公笔记本电脑官方正品,4299.0,3000-5000元,惠普,轻薄本,湖北,武汉,45.0,惠普永盛昌源专卖店
MECHREVO机械革命 极光 Pro极光15 旷世G16耀世15Pro笔记本电脑,4688.0,3000-5000元,机械革命,其他类型,四川,成都,3.0,游戏本之家总店
华为旗舰机MateBook X Pro 2023款英特尔Evo超薄13代酷睿i7轻薄本142英寸31K原色触控屏微绒典藏笔记本电脑,7999.0,7000-9000元,华为,轻薄本,福建,厦门,82.0,华为美好向往专卖店
Huawei华为 MateBook X Pro 2020款笔记本电脑轻薄办公本商务本,2650.0,3000元以下,华为,轻薄本,广东,广州,100.0,百星奇数码
Lenovo联想 拯救者 Y7000P新款202414代酷睿大学生电竞游戏本,7499.0,7000-9000元,联想,游戏本,北京,未知,23.0,高高电脑评测
雷神猎刃16版14代i914900HX满血4060办公商务笔记本电脑24款,1088.0,3000元以下,雷神,其他类型,广东,深圳,0.0,小哆来咪科技
联想小新Pro1614 酷睿i7 轻薄商务办公学生设计游戏笔记本电脑,5699.0,5000-7000元,联想,轻薄本,上海,未知,5.0,联想电脑正品自营店
HUAWEI华为笔记本电脑MateBook 14s 人脸识别高清25K高刷触控屏i5标压i7商务i9办公轻薄便携官方正品超薄本,5999.0,5000-7000元,华为,轻薄本,福建,漳州,17.0,华为美好向往专卖店
华为笔记本电脑Matebook13D14学生超薄手提办公i5i7独显2023新款,1599.0,3000元以下,华为,其他类型,湖北,武汉,22.0,华艺数码商行
Huawei华为笔记本电脑高端i7办公商务大学生电竞游戏轻薄本手提,938.0,3000元以下,华为,轻薄本,广东,广州,7.0,戴尔电脑直销店
华为HUAWEI MateBook D 14 2024 14英寸 13代酷睿i513420H 笔记本电脑 轻薄本 1610护眼全面屏 3577,4049.0,3000-5000元,华为,轻薄本,江苏,南京,1.0,苏宁易购官方旗舰店
Lenovo联想拯救者Y7000PR7000P游戏独显电竞满血学生笔记本电脑,3743.87,3000-5000元,联想,游戏本,湖北,武汉,100.0,海王电脑数码商行
直降500华为笔记本MateBook E Go笔记本电脑平板二合一2022新款轻薄触屏学生办公专用商务官方旗舰店新品,3899.0,3000-5000元,华为,轻薄本,广东,广州,14.0,华为信沃专卖店
全新英特尔酷睿N95笔记本电脑轻薄本便携式电脑学生电竞电脑超薄全面屏156英寸笔记本电脑商务办公用,1165.5,3000元以下,其他品牌,轻薄本,浙江,杭州,1.0,天天特卖工厂店
华硕天选4天选3酷睿i5i7天选2电竞本学生4060游戏本笔记本电脑,2999.0,3000元以下,华硕,游戏本,广东,广州,900.0,笔记本电脑数码商铺
HP惠普 暗影精灵56789游戏本光影精灵英特尔酷睿笔记本手提电脑,2159.0,3000元以下,惠普,游戏本,北京,未知,300.0,赤心优品数码商城
ROG玩家国度幻16air幻14air酷睿Ultra 9轻薄学生游戏笔记本电脑,10349.0,10000-20000元,玩家国度,轻薄本,北京,未知,19.0,Asus华硕笔记本自营店
联想小新Pro16 Pro14锐龙版笔记本电脑独显酷睿i57学生办公轻薄本,2892.87,3000元以下,联想,轻薄本,上海,未知,100.0,鑫博数码自营店
Dell戴尔 latitudeE5450 E5550 E5350 14代商用办公笔记本电脑,4680.0,3000-5000元,戴尔,其他类型,上海,未知,6.0,淇淋戴尔商店
Lenovo联想拯救者R7000 Y7000P 2024性能学生电竞游戏笔记本电脑,6588.0,5000-7000元,联想,游戏本,北京,未知,200.0,北京电竞商城
小米Xiaomi Book Air 13 I5翻转触控轻薄本28K屏OLED笔记本电脑,2598.0,3000元以下,小米,轻薄本,湖南,长沙,19.0,EINHORN的本本
雷神猎刃1615 911X911MTZero性能4060电竞2024新款游戏笔记本,3699.0,3000-5000元,雷神,游戏本,上海,未知,15.0,博创科技数码品牌店
24期免息联想ThinkPad E14E15E16 2023新款酷睿i7独显14英寸商务办公手提超轻薄ibm笔记本电脑官方旗舰,4699.0,3000-5000元,联想,轻薄本,福建,厦门,24.0,thinkpad恒瀚专卖店
Acer宏碁 掠夺者擎Neo 高端游戏本电竟办公学生笔记本电脑,6899.0,5000-7000元,宏碁,游戏本,湖北,武汉,3000.0,一维螺旋科技企业店
M1芯片Apple苹果M2芯片MacBook Pro13寸全系列笔记本电脑国行正品,4900.0,3000-5000元,苹果,其他类型,广东,广州,87.0,大白萌之家
2023新品首发联想ThinkBook1416 13代英特尔酷睿标压i5i7  商务办公轻薄游戏本笔记本电脑ThinkPad官方,4899.0,3000-5000元,联想,轻薄本,上海,未知,7.0,ThinkPad捷翔专卖店
壹号本OneXPlayer游侠X1 2024酷睿Ultra7AMD R7 8840U 1095英寸三合一掌机平板笔记本电脑便携轻薄出差办公,7393.87,7000-9000元,其他品牌,轻薄本,广东,深圳,54.0,壹号本旗舰店
新品首发联想ThinkBook1416 2024款AI全能本锐龙R78845H 14英寸轻薄便携笔记本电脑大学生商务办公官方,4599.0,3000-5000元,联想,轻薄本,福建,厦门,14.0,thinkpad恒瀚专卖店
新品首发联想YOGA Pro14s 轻盈版 锐龙R7 145英寸轻薄本笔记本电脑 办公学习设计轻薄便携本,5699.75,5000-7000元,联想,轻薄本,北京,未知,28.0,联想联保专卖店
陈泽推荐Asus华硕无畏Pro15 2024 Ultra9全能游戏笔记本电脑,4999.0,3000-5000元,华硕,游戏本,北京,未知,3.0,陈泽电脑评测
外星人alienware M17 R2 R3 R4 R5 173寸大屏大型游戏笔记本电脑,2158.0,3000元以下,外星人,游戏本,广东,广州,57.0,翼锋电竞游戏服务中心
HP惠普 星bookpro13锐龙版2024款AI超轻全能本25K屏笔记本电脑,4899.0,3000-5000元,惠普,其他类型,上海,未知,100.0,惠普品牌直销店
13代新品华为Matebook1414s笔记本电脑新款酷睿i5i7触摸屏轻薄商务本华为电脑官方旗舰店官网正品1943,6899.0,5000-7000元,华为,轻薄本,北京,未知,28.0,苏宁易购官方旗舰店
AI新品上市HP惠普envy14 X360 英特尔Evo酷睿Ultra7 28k屏翻转触控笔记本电脑商务办公官方官网旗舰店,6899.13,5000-7000元,惠普,其他类型,河南,郑州,6.0,惠普同伟专卖店
惠普锐Pro14英寸轻薄笔记本电脑可选13代酷睿i71360P高刷屏25K屏高色域商务家用办公学习设计游戏本电脑275,3999.0,3000-5000元,惠普,轻薄本,江苏,南京,12.0,苏宁易购官方旗舰店
联想拯救者R9000P Y9000P R7000P Y7000P 2023新款游戏笔记本电脑,3699.0,3000-5000元,联想,游戏本,重庆,未知,100.0,朝天门电脑数码
156加7寸双屏手写触控笔记本电脑12代CPU学生商务办公笔记本电脑,1842.87,3000元以下,其他品牌,其他类型,广东,深圳,200.0,科进电脑
2024英特尔全新20代超薄笔记本电脑4K高刷屏156英寸学习办公电竞,1295.0,3000元以下,其他品牌,其他类型,广东,深圳,38.0,方技数码店
Asus华硕顽石E510笔记本电脑网课本英特尔四核处理器轻薄便携学生办公用商务本手提官方正品专卖店新品,2194.0,3000元以下,华硕,轻薄本,江西,南昌,7.0,asus华硕天溥专卖店
