标题,价格,省份,城市,销量,店铺
ThinkPad联想高性能游戏创作本ThinkBook 16p 14代英特尔酷睿3.2K高清分辨率+165Hz高刷屏DCI-P3超高屏幕色域,10299.00,北京,未知,6,来酷智生活旗舰店
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
【官方直营】联想拯救者R9000P 锐龙R9-7945HX处理器 RTX4060显卡 240Hz刷新率游戏本电竞学习办公笔记本电脑,11199.00,北京,未知,4000+,来酷智生活旗舰店
【官方正品旗舰店】2024酷睿i9笔记本电脑英特尔轻薄便携大学生新款手提超薄商务办公工作游戏本独显notebook,898.00,广东,深圳,21,卫识旗舰店
【超级桶】荣耀MagicBook Pro 16笔记本电脑+电脑包+鼠标,9267.00,上海,未知,36,天猫超市
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
【顺丰速发】华为MateBook 14 2024年新款笔记本电脑酷睿Ultra 5/7手提电脑轻薄本官方旗舰店官网正品高配置,5249.00,广东,广州,100+,华为上乘专卖店
【2024新品酷睿i7】笔记本电脑双屏幕13代英特尔64G高配置平板二合一360度翻转折叠大学生商务官方旗舰正品,1599.00,广东,深圳,6,UAGR旗舰店
【新品2024款】华为MateBook D16高能版笔记本电脑13代英特尔酷睿i7大屏16英寸i9护眼屏轻薄办公学生正品电脑,4999.00,福建,厦门,28,华为美好向往专卖店
【2024新品14代酷睿i9】英特尔笔记本电脑轻薄超清IPS屏学生手提14/16英寸官方旗舰店正品微软办公游戏设计,938.00,广东,深圳,11,钜导旗舰店
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,8699.00,北京,未知,400+,联想直营官方店
Dell/戴尔游匣G15 5530 15.6英寸13代英特尔酷睿游戏本笔记本电脑,6099.00,湖北,武汉,21,鼎刚数码
【新品上市】机械师创物者15N AMD 锐龙 R7 7735H八核笔记本电脑核显 15.6英寸轻薄本 商务办公学生手提,3699.00,广东,广州,3,machenike旗舰店
华硕天选5pro 2024酷睿14代i9锐龙版4070学生游戏笔记本电脑4060,6899.00,重庆,未知,5,品牌电脑优惠商城
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9193.72,上海,未知,33,LG笔记本旗舰店
【2024新款冰魂白】大学生笔记本电脑游戏本RTX4060/4050独显12代酷睿i7电竞本设计ps编程专用,5999.00,广东,深圳,1000+,七彩虹爱尔轩专卖店
【2024新款】HP/惠普战系列七代16英寸酷睿Ultra处理器轻薄笔记本电脑商务办公2.5K高色域120Hz独显学生275,4399.00,江苏,南京,4,苏宁易购官方旗舰店
英特尔新品2024酷睿i7笔记本电脑GTX1060独显轻薄便携学生超薄办公设计CAD直播绘图商务官方正品游戏大屏手提,932.12,广东,深圳,2,奈我旗舰店
华为matebook16s 笔记本电脑13代酷睿i5/i7标压处理器全面屏触控16英寸商务办公便携学习轻薄本,6299.00,广东,深圳,100+,华为千百回专卖店
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,14999.00,北京,未知,2,外星人长虹佳华专卖店
联想拯救者y7000p/r7000p/全新原装正品电竞游戏笔记本电脑2024款,6499.00,浙江,杭州,1000+,联想拯救者商城
华硕无畏Pro15 2024 AI高性能超轻薄15.6英寸笔记本电脑锐龙R7,5499.00,浙江,湖州,100+,嘉华数码商城
【2024新品高配独显13代酷睿i7】笔记本电脑英特尔轻薄便携大学生商务办公设计手提超薄独显电竞游戏官方正品,1268.00,广东,深圳,100+,依据数码专营店
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
雷神笔记本电脑911T/MT电竞笔记本电脑游戏本酷睿i5i713620HRTX40504060笔记本满血独显直连苏宁易购[1484],4899.00,上海,未知,37,苏宁易购官方旗舰店
【全新官方爆款推荐】七彩虹笔记本电脑RTX4060满血独显直连 学生设计师ps电竞游戏本2024手提电脑官方旗舰店,4799.00,广东,深圳,100+,七彩虹爱尔轩专卖店
Lenovo/联想拯救者R7000P 锐龙4060学生电竞笔记本电脑游戏本,6699.00,河南,郑州,100+,品牌笔记本电脑自营店
全新16寸酷睿i7独显笔记本电脑高性能游戏轻薄本商务办公学生设计便携,3980.00,浙江,杭州,1,天天特卖工厂店
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6488.25,江苏,南京,23,联想冉创专卖店
Lenovo/联想 拯救者 R7000 锐龙版 2023款 游戏本设计 笔记本电脑,6369.00,浙江,杭州,2,拯救者游戏本店
【百亿补贴】机械革命旷世G16Pro酷睿i9HX 4060/70游戏笔记本电脑,8299.00,江苏,无锡,300+,机械革命电脑店
联想ThinkBook14+ 13代酷睿i5 14英寸轻薄商务办公笔记本电脑,4899.00,福建,厦门,100+,ThinkBook企业店
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,9693.42,北京,未知,21,LG天恩志兴专卖店
HP/惠普暗影精灵9/10/SLIM 电竞本办公白色暗夜游戏本笔记本电脑,5999.00,北京,未知,30,惠普笔记本电脑商城
荣耀MagicBook X14/X16 Pro 2023新款 笔记本电脑酷睿13代轻薄便携商务办公大屏学生游戏手提本,3699.00,上海,未知,8,壮学数码专营店
【2024年新款】15.6英寸笔记本轻薄办公手提商务轻薄便携大学生高配置游戏个人女生4K绘图设计本电脑官方正品,1139.05,浙江,杭州,3,天天特卖工厂店
华硕天选5 Pro天选4/3酷睿i9 4070/60学生电竞游戏笔记本电脑2024,4289.00,江西,南昌,21,海威数码科技品牌店
IP65双屏三屏全加固工业三防笔记本电脑工业移动工作站服务器电脑,23800.00,广东,东莞,4,鑫控特种计算机
【独显轻薄本】2024全新英特尔笔记本电脑官方正品旗舰店15.6寸便捷商务办公工作设计绘图电竞游戏大学生手提,1198.00,广东,深圳,600+,帕米仕旗舰店
华硕无畏15 全新13代酷四核15.6英寸学生商务办公轻薄大屏办公学生笔记本电脑官方期间店正品官网1634,1999.00,江苏,南京,8,苏宁易购官方旗舰店
联想拯救者Y9000P R9000P 2024 Y7000P 4060学生游戏笔记本电脑,6498.00,北京,未知,81,薇薇娜数码商城
ROG幻16 Air 2024款星空版翻转版办公轻薄高性能设计游戏笔记本,9850.00,湖北,武汉,100+,武汉电竞自营店
雷神猎刃15 13代酷睿i7HX RTX4060独显游戏电竞本学生笔记本电脑,6299.00,北京,未知,80,雷神电脑授权店
华硕灵耀14 英特尔酷睿i9超轻薄商务办公笔记本电脑,6299.00,上海,未知,6,天猫超市
Lenovo/联想 拯救者 Y9000P/Y7000P2024款电竞游戏笔记本电脑,7147.00,山东,济南,100+,赵好人的店
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
Thinkpad X220 X230便携12.5寸超级本便携商务办公联想笔记本电脑,423.00,北京,未知,5,中鼎数码二手笔记本电脑
ThinkPad 联想 L390L460L470L540L570L580笔记本电脑轻薄办公商务,829.00,广东,广州,100+,冠奕二手数码科技
二手笔记本电脑Dell/戴尔Precision5530图形工作站5540独显15寸4K,1829.20,广东,广州,100+,广州珍品电脑商城
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
8G运行内存 500G硬盘 笔记本电脑 上网 游戏 看电视 办公学生本,299.00,山东,临沂,100+,韶华科技2手笔记本
2024款英特尔酷睿i7轻薄便携32g金属笔记本电脑大学生超薄商务办公学习设计游戏本官方手提电脑全新大屏,1120.00,浙江,杭州,7,天天特卖工厂店
Dell/戴尔 灵越 INS13PRO 5330 Ultra 5 7超薄便携笔记本电脑,4393.87,上海,未知,6,上海数码实体店
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
华为MateBook 14/14S  酷睿Ultra触控2.8K屏 2024新款笔记本电脑,4868.00,北京,未知,11,北京聚力电商
特价华硕3060游戏本笔记本电脑i7玩家国度ROG天选4060联想拯救者,2180.00,广东,深圳,0,品牌游戏本直销店
Dell/戴尔Latitude I7电竞高刷游戏本轻薄商务办公笔记本电脑,882.87,广东,惠州,17,果粉笔记本中心
特价华硕3060游戏本笔记本电脑i7玩家国度ROG天选4060联想拯救者,2180.00,广东,深圳,0,品牌游戏本直销店
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,8699.00,北京,未知,400+,联想直营官方店
七彩虹将星x15/17隐星P15/16满血4060酷睿i5/7学生游戏笔记本电脑,3599.00,上海,未知,9,博创科技数码品牌店
雷神猎刃15 2024款16 911x猎荒者I713650hx 4060独显2.5K游戏电脑,5399.00,四川,成都,31,成都笔记本商城
Apple/苹果 MacBook pro 14寸 16寸 M3 pro M3 max 笔记本电脑,10900.00,广东,广州,19,广州意尔泊数码经营店
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9193.72,上海,未知,33,LG笔记本旗舰店
【顺丰现货速发】Apple/苹果 Mac Book Air 15英寸 M3芯片 笔记本电脑 专业设计剪辑视频 2024新款3526,11999.00,北京,未知,3,苏宁易购官方旗舰店
机械革命 极光pro/E旷世G16pro蛟龙16pro游戏本笔记本电脑RTX4060,4290.00,江西,南昌,23,京夕数码店
2023新款HP/惠普星Bookplus15笔记本电脑13代英特尔便携学生办公,6199.00,上海,未知,84,天猫超市
Huawei/华为 MateBook 14s 2.5k触屏商务设计轻薄笔记本电脑13代,5899.00,福建,漳州,35,一行电脑
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,14999.00,北京,未知,2,外星人长虹佳华专卖店
【人气爆款】华为MateBook D16/16s 2024新款笔记本电脑轻薄商务,2793.87,四川,成都,17,诚欣数码商城
华硕无畏15/16   13代酷睿i5标压 15.6英寸轻薄便携大屏高性能学习办公笔记本电脑苏宁易购官方旗舰店 114,4299.00,江苏,南京,48,苏宁易购官方旗舰店
【爆款推荐】HP惠普星14 英特尔版可选13代酷睿i5/i7笔记本电脑学生轻薄便携女生办公电脑官方旗舰店官网正品,2798.00,山东,青岛,100+,惠普酷灏专卖店
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6488.25,江苏,南京,23,联想冉创专卖店
联想ThinkBook 16p 2023款 酷睿i5 i9 RTX4060轻薄游戏笔记本电脑,7378.00,北京,未知,7,笔记本直销店铺
【自营】Acer/宏碁 非凡Go Fun 16英寸IPS全高清防眩光轻薄本教育办公笔记本电脑英特尔四核N100 180度开合,1999.00,浙江,杭州,76,喵速达电器官方旗舰店
双屏笔记本电脑2024全新超轻薄触摸屏64G英特尔酷睿i7高配置平板二合一360度翻转折叠商务办公游戏设计手提本,1555.02,广东,深圳,5000+,HUAV裕腾专卖店
松下笔记本电脑CF-SZ5 SZ6六代酷睿i5军工品质IPS屏12寸超长待机,744.87,广东,广州,24,二本万利 数码港
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
ThinkPad联想X1carbon超薄笔记本电脑X1yoga2020 2019商务办公本,1769.00,广东,广州,300+,奕新优品二手笔记本电脑
Lenovo/联想 小新 Pro16-Pro14游戏办公2023设计轻薄i7笔记本电脑,2098.00,上海,未知,18,正品游戏本特卖店
华硕笔记本电脑 超薄大型游戏本 高清办公手电脑i7学生便携家用,1184.87,广东,广州,19,优硕数码产品店
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,9693.42,北京,未知,21,LG天恩志兴专卖店
2024新款21代英特尔n95笔记本电脑英特轻薄炒股商务办公学生画图设计电竞游戏高配置官方旗舰正品便携性价比,864.00,浙江,杭州,2,天天特卖工厂店
宁美国度CRL205笔记本电脑轻薄本14英寸11代酷睿便携手提电脑高性能大学生商务办公娱乐游戏女士,2099.00,湖北,武汉,35,宁美官方旗舰店
【双屏笔记本电脑】英特尔创意设计绘图二合一触屏商务办公轻薄高性能学生游戏本便捷手提电脑官方正品旗舰店,2132.87,广东,深圳,73,家友数码通讯专营店
联想Thinkbook16+ 酷睿i5/i7锐龙游戏办公剪辑设计画图笔记本电脑,3349.00,四川,成都,61,正品电脑商城
IP65双屏三屏全加固工业三防笔记本电脑工业移动工作站服务器电脑,23800.00,广东,东莞,4,鑫控特种计算机
Lenovo/联想 小新 Pro16锐龙游戏本小新pro14学生轻薄笔记本电脑,3062.87,浙江,宁波,26,联想康恒数码
2024新款英特尔手提笔记本电脑轻薄便携商务办公设计游戏指纹解锁,802.87,广东,深圳,12,ReaimX笔记本电脑正品店
特价华硕3060游戏本笔记本电脑i7玩家国度ROG天选4060联想拯救者,2180.00,广东,深圳,0,品牌游戏本直销店
ROG幻16 Air 2024款星空版翻转版办公轻薄高性能设计游戏笔记本,9850.00,湖北,武汉,100+,武汉电竞自营店
Lenovo/联想 小新pro16/14轻薄游戏本2023学生商务性能笔记本电脑,2330.00,江西,南昌,200+,品牌电脑商行top店
Xiaomi/小米Redmi Book 14寸2024款红米16英寸办公轻薄笔记本电脑,3079.00,湖北,武汉,100+,米粉数码科技
联想 thinkpad X1 carbon X1C 2023 22 21 20 19Nano款笔记本电脑,2388.00,安徽,合肥,28,信达优品笔记本电脑
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
Razer/雷蛇 笔记本电脑 灵刃15精英、灵刃16、灵刃18新品上市,22999.00,四川,成都,7,刘航小兵全球购
ALIENWARE外星人笔记本游戏本电脑m15 r7 x14 x15 x17r1 r2电竞本,16999.00,上海,未知,48,讯飞数码外设
雷蛇灵刃16/18寸2024款2k oled-4k miniled笔记本4080/4090水银版,23899.00,广东,广州,51,PlayNext数码科技
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
msi微星官方旗舰店正品绝影14/16游戏笔记本电脑14/16英寸240HZ/2.5K+屏4060/4070独显i9处理器,10299.90,浙江,杭州,4,微星旗舰店
ROG玩家国度 枪神8 plus超竞版 4060 4090独显直连电竞笔记本电脑,10793.87,广东,广州,28,电竞笔记本商城
ROG幻16 第13代酷睿i9 RTX4070显卡2.5K屏240Hz 16英寸星云屏设计师轻薄电竞游戏笔记本电脑玩家国度,12469.00,浙江,宁波,67,ROG玩家国度网硕专卖店
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
【酷睿i9/i7+8G独立显卡RTX3070】高端新品16英寸性能高刷游戏本金属笔记本电脑轻薄商务办公学生电竞直播本,3198.00,广东,深圳,6,iru旗舰店
【新款】联想ThinkPad P14s 酷睿i7 12代设计师渲染建模电脑14英寸画图视频移动工作站笔记本办公IBM,6956.00,江苏,无锡,5,thinkpad中硕专卖店
Lenovo/联想 小新 Pro16/pro4锐龙版轻薄本办公酷睿i5笔记本电脑,3699.00,北京,未知,63,联想正品自营店
Teclast/台电笔记本15.6寸高清大屏金属机身笔记本电脑商务办公,714.42,广东,深圳,16,深圳市易天电脑
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9193.72,上海,未知,33,LG笔记本旗舰店
微软Surface Laptop Studio 2 i7 14.4寸笔记本电脑独显高性能win,12988.00,北京,未知,19,北京中关村数码商城
【十三代i7】RazerBlade雷蛇灵刃15轻薄电竞游戏笔记本电脑DDR5内存1TB固态2K屏240Hz高刷IPS屏幕,18947.00,江苏,苏州,8,雷蛇官方旗舰店
Lenovo/联想 Yoga Pro 14S 22款14.5英寸商务游戏设计笔记本电脑,1800.00,广东,深圳,38,云忆数码科技
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,14999.00,北京,未知,2,外星人长虹佳华专卖店
雷神ZERO大黄蜂2024酷睿14代独显满血RTX4070电竞游戏笔记本电脑,9988.00,上海,未知,19,Thunderobot游戏本
【24期免息】微星/MSI 刃影16/17  2024 14代i7游戏笔记本  RTX4060独显直连2.5K240Hz 全能游戏本电脑,9399.00,上海,未知,8,微星游戏本旗舰店
【重磅上市】华硕Zenbook轻薄设计手提二合一触屏商务学生办公设计师笔记本电脑官网官方旗舰店正品,4193.87,江苏,南京,45,华硕点个赞专卖店
UNIS/紫光 UltiBook 极14英寸2.8K屏轻薄笔记本电脑酷睿13代i7-13620H商务办公家用女学生学习便携笔记本电脑,3798.30,北京,未知,15,紫光天恩志兴专卖店
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
【2024新品酷睿i7】笔记本电脑独显电竞游戏本官方办公手提大学生设计CAD绘图3D建模适用于华硕华为联想鼠标,2232.87,广东,深圳,100+,家友数码通讯专营店
【顺丰速发】Apple/苹果 MacBook Pro 14英寸 M3 Max 芯片 2023款 笔记本电脑设计绘图办公官方正品3526,25699.00,北京,未知,4,苏宁易购官方旗舰店
Acer/宏碁 掠夺者·擎Neo 酷睿i5/i9HX 高性能游戏笔记本电脑独显,6049.00,湖南,长沙,900+,宏碁电脑商城
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6488.25,江苏,南京,23,联想冉创专卖店
ROG玩家国度幻16翻转版星空版2023款4060华硕4070显卡笔记本电脑,9988.00,北京,未知,24,华硕游戏笔记本自营店
微星官方旗舰店正品18英寸4K大屏泰坦18Ultra/pro游戏笔记本电脑i9处理器满血4090显卡电竞游戏吃鸡游戏本,20999.75,浙江,杭州,9,微星旗舰店
